edge-id,source,source-id,category,category-overarching,target-id,target
e1357,"Walter Raleigh, Judicious and select essayes and observations by that renowned and learned knight, Sir Walter Raleigh (1650)",b0230,printed by,the labor of printing,p0407,Thomas Warren
e0762,"Walter Raleigh, Judicious and select essayes and observations by that renowned and learned knight, Sir Walter Raleigh (1650)",b0230,written by,authorship,p0140,Walter Ralegh
e1358,"Walter Raleigh, Sir Walter Rawleigh his apologie for his voyage to Guiana (1650)",b0231,printed by,the labor of printing,p0407,Thomas Warren
e0763,"Walter Raleigh, Sir Walter Rawleigh his apologie for his voyage to Guiana (1650)",b0231,written by,authorship,p0140,Walter Ralegh
e1457,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0470,E. Nevill
e0946,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0188,Edward Dering
e0892,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0171,Edward Sherburne
e1343,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0399,Francis Finch
e1344,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0400,Francis Vaughan
e1216,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0330,George Hill
e0873,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0168,Henry Carey
e1130,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0279,Henry Davison
e0451,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0043,Henry Lawes
e0462,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0044,Henry Vaughan
e1458,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0471,Iz. Wa.
e1459,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0472,J. Cobbe
e0477,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0050,James Howell
e1031,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0227,Jasper Maine
e0951,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0193,John Berkenhead
e1081,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0260,John Fell
e0947,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0189,John Finch
e1253,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0346,John Jeffryes
e0945,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0187,John Leigh
e1266,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0353,John Pettus
e0652,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0105,John Raymond
e1077,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0257,Joseph Howe
e1460,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0473,L. Lluelin
e1083,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0262,Matthew Smalwood
e1461,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0474,R. Hill
e1462,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0475,R. Mason
e1082,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0261,Ralph Bathurst
e1080,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0259,Richard Goodridge
e1149,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0291,Richard Iles
e1079,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0258,Robert Gardiner
e0848,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0156,Robert Stapleton
e0950,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0192,Robert Waring
e0948,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0190,Thomas Baines
e1161,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0298,Thomas Cole
e1084,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0263,Thomas Phillipot
e1345,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0401,Thomas Severne
e0751,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0133,Thomas Vaughan
e1712,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p8046,unidentified writer (9)
e1713,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p8047,unidentified writer (10)
e1714,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p8048,unidentified writer (11)
e1715,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p8049,unidentified writer (12)
e1716,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p8050,unidentified writer (13)
e1717,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p8051,unidentified writer (14)
e1718,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p8052,unidentified writer (15)
e1463,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0476,W. Barker
e1464,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0477,W. Waring
e1087,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0264,Walter Montague
e1346,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0402,William Bell
e0949,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0191,William Creed
e1171,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0303,William Stanton
e1371,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,contains commendatory verses by,preliminary content / preliminaries,p0412,William Towers
e0776,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,dedicated to,dedication,p0146,King Charles I
e0952,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,printed for,the labor of printing,p0194,Thomas Robinson
e0453,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,set to music by,music,p0043,Henry Lawes
e0353,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,with a letter to the reader by,preliminary content / preliminaries,p0001,Humphrey Moseley
e0354,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,with a letter to the reader by,preliminary content / preliminaries,p0001,Humphrey Moseley
e0770,"William Cartwright, Comedies, tragi-comedies, with other poems (1651)",b0071,written by,authorship,p0142,William Cartwright
e0768,"William Cartwright, The lady-errant a tragi-comedy (1651)",b0069,written by,authorship,p0142,William Cartwright
e0769,"William Cartwright, The ordinary a comedy (1651)",b0070,written by,authorship,p0142,William Cartwright
e0693,"William D'Avenant, Love and honour (1649)",b0089,printed for,the labor of printing,p0117,Humphrey Robinson
e0710,"William D'Avenant, Love and honour (1649)",b0089,written by,authorship,p0123,William Davenant
e1044,"William D'Avenant, Madagascar vvith other poems (1648)",b0088,contains commendatory verses by,preliminary content / preliminaries,p0233,Edimeon Porter
e0562,"William D'Avenant, Madagascar vvith other poems (1648)",b0088,contains commendatory verses by,preliminary content / preliminaries,p0063,John Suckling
e0727,"William D'Avenant, Madagascar vvith other poems (1648)",b0088,contains commendatory verses by,preliminary content / preliminaries,p0130,Thomas Carew
e0980,"William D'Avenant, Madagascar vvith other poems (1648)",b0088,contains commendatory verses by,preliminary content / preliminaries,p0204,William Habington
e1046,"William D'Avenant, Madagascar vvith other poems (1648)",b0088,dedicated to,dedication,p0235,Katherine Villiers
e1045,"William D'Avenant, Madagascar vvith other poems (1648)",b0088,dedicated to,dedication,p0234,Rupert of the Rhine
e0709,"William D'Avenant, Madagascar vvith other poems (1648)",b0088,written by,authorship,p0123,William Davenant
e0890,"William D'Avenant, The unfortunate lovers a tragedy (1649)",b0090,dedicated to,dedication,p0170,Philip Herbert
e0711,"William D'Avenant, The unfortunate lovers a tragedy (1649)",b0090,written by,authorship,p0123,William Davenant
e1231,"William Gay, XI choice sermons preached upon severall occasions (1655)",b0120,dedicated to,dedication,p0335,Henry Frederick Thinne
e0437,"William Gay, XI choice sermons preached upon severall occasions (1655)",b0120,written by,authorship,p0035,William Gay
e1563,"William Lithgow, The totall discourse, of the rare aduentures, and painefull peregrinations of long nineteene yeares trauayles, from Scotland, to the most famous kingdomes in Europe, Asia, and Affrica (1632)",b0319,contains commendatory verses by,preliminary content / preliminaries,p0537,Alexander Boyde
e1495,"William Lithgow, The totall discourse, of the rare aduentures, and painefull peregrinations of long nineteene yeares trauayles, from Scotland, to the most famous kingdomes in Europe, Asia, and Affrica (1632)",b0319,contains commendatory verses by,preliminary content / preliminaries,p0503,Eleazar Robertson
e1510,"William Lithgow, The totall discourse, of the rare aduentures, and painefull peregrinations of long nineteene yeares trauayles, from Scotland, to the most famous kingdomes in Europe, Asia, and Affrica (1632)",b0319,contains commendatory verses by,preliminary content / preliminaries,p0513,John Murray
e1582,"William Lithgow, The totall discourse, of the rare aduentures, and painefull peregrinations of long nineteene yeares trauayles, from Scotland, to the most famous kingdomes in Europe, Asia, and Affrica (1632)",b0319,contains commendatory verses by,preliminary content / preliminaries,p0548,Patrick Hannay
e1589,"William Lithgow, The totall discourse, of the rare aduentures, and painefull peregrinations of long nineteene yeares trauayles, from Scotland, to the most famous kingdomes in Europe, Asia, and Affrica (1632)",b0319,contains commendatory verses by,preliminary content / preliminaries,p0555,Robert Allen
e1553,"William Lithgow, The totall discourse, of the rare aduentures, and painefull peregrinations of long nineteene yeares trauayles, from Scotland, to the most famous kingdomes in Europe, Asia, and Affrica (1632)",b0319,contains commendatory verses by,preliminary content / preliminaries,p0530,Walter Lyndesay
e0787,"William Lithgow, The totall discourse, of the rare aduentures, and painefull peregrinations of long nineteene yeares trauayles, from Scotland, to the most famous kingdomes in Europe, Asia, and Affrica (1632)",b0319,dedicated to,dedication,p0146,King Charles I
